`mesh_concept_uid`,`mesh_term_id`
M0000434,1718
M0000434,1719
M0000435,1720
M0000435,1721
M0000435,1722
M0000435,1723
M0000436,1724
M0000436,1725
M0000436,1726
M0000436,1727
M0000436,1728
M0000436,1729
M0000436,1730
M0000436,1731
M0000437,1732
M0000437,1733
M0000437,1734
M0000437,1735
M0000437,1736
M0000437,1737
M0000437,1738
M0000437,1739
M0000438,1740
M0000438,1741
M0000438,1742
M0000438,1743
M0000438,1744
M0000438,1745
M0000439,1746
M0000440,1747
M0000440,1748
M0000440,1749
M0000440,1750
M0000440,1751
M0000440,1752
M0000440,1753
M0000440,1754
M0000440,1755
M0000440,1756
M0000441,1757
M0000441,1758
M0000441,1759
M0000441,1760
M0000441,1761
M0000441,1762
M0000441,1763
M0000441,1764
M0000442,1765
M0000442,1766
M0000442,1767
M0000442,1768
M0000442,1769
M0000442,1770
M0000442,1771
M0000442,1772
M0000442,1773
M0000442,1774
M0000443,1775
M0000443,1776
M0000443,1777
M0000443,1778
M0000443,1779
M0000443,1780
M0000443,1781
M0000443,1782
M0000443,1783
M0000443,1784
M0000443,1785
M0000443,1786
M0000443,1787
M0000443,1788
M0000443,1789
M0000443,1790
M0000444,1791
M0000444,1792
M0000444,1793
M0000444,1794
M0000445,1795
M0000445,1796
M0000445,1797
M0000445,1798
M0000445,1799
M0000445,1800
M0000445,1801
M0000445,1802
M0000446,1803
M0000446,1804
M0000446,1805
M0000446,1806
M0000446,1807
M0000446,1808
M0000446,1809
M0000446,1810
M0000446,1811
M0000446,1812
M0000447,1813
M0000447,1814
M0000447,1815
M0000447,1816
M0000447,1817
M0000447,1818
M0000447,1819
M0000447,1820
M0000447,1821
M0000447,1822
M0000447,1823
M0000447,1824
M0000447,1825
M0000447,1826
M0000447,1827
M0000447,1828
M0000447,1829
M0000447,1830
M0000447,1831
M0000447,1832
M0000448,1833
M0000448,1834
M0000448,1835
M0000448,1836
M0000448,1837
M0000448,1838
M0000448,1839
M0000448,1840
M0000448,1841
M0000448,1842
M0000449,1843
M0000449,1844
M0000449,1845
M0000449,1846
M0000449,1847
M0000449,1848
M0000449,1849
M0000449,1850
