`tree_number`,`mesh_descriptor_uid`,`mesh_tree_id`
D12.644.400.400.740.320.100,D002064,173658
D12.644.456.460.150,D002064,173659
D12.644.548.365.740.320.100,D002064,173660
D12.776.631.650.405.740.320.100,D002064,173661
D02.455.426.779.120,D002065,173662
D03.383.606.210,D002065,173663
D03.383.742.120,D002065,173664
D04.711.120,D002065,173665
D02.033.455.125.125,D002066,173666
D02.455.326.146.100.050.500.100,D002066,173667
D02.886.645.600.055.050.510.100,D002066,173668
D02.455.426.559.847.181.384.230,D002069,173669
D04.615.181.384.230,D002069,173670
D02.455.326.271.665.146.240,D002070,173671
D02.033.455.125,D002072,173672
D02.455.326.146.216,D002073,173673
D02.522.296,D002074,173674
D09.408.051.120,D002076,173675
D03.132.577.249.165,D002077,173676
D03.605.497.165,D002077,173677
D03.633.400.686.165,D002077,173678
D04.615.723.795.165,D002077,173679
D02.092.471.683.221,D002078,173680
D10.212.302.199,D002079,173681
G07.203.300.350.100,D002079,173682
G07.203.300.375.200,D002079,173683
J02.500.350.100,D002079,173684
J02.500.375.200,D002079,173685
B01.050.500.131.617.561.200,D002080,173686
A01.378.610.100,D002081,173687
D02.092.264,D002082,173688
D02.455.326.146.216.500,D002082,173689
D02.355.601.200.324,D002083,173690
D02.355.726.158.324,D002083,173691
D02.455.426.559.389.657.654.158.324,D002083,173692
D02.455.426.559.389.657.239.216,D002084,173693
D02.654.442.100,D002085,173694
D02.092.877.310,D002086,173695
D02.145.074.722.822.200,D002086,173696
D03.132.889.601.200,D002086,173697
D03.605.084.500.722.822.200,D002086,173698
D03.605.869.822.200,D002086,173699
D02.241.081.114,D002087,173700
D10.251.400.143,D002087,173701
D02.522.352,D002090,173702
D08.811.277.352.100.170.250,D002091,173703
D02.092.877.883.333.800.200,D002092,173704
D02.675.276.232.800.200,D002092,173705
D02.886.489.789.200,D002092,173706
D02.092.146.290,D002093,173707
Z01.542.248.700,D002094,173708
Z01.586.200.650,D002094,173709
Z01.586.950.600,D002094,173710
C08.381.483.581.275,D002095,173711
C08.381.520.702.275,D002095,173712
C24.800.323,D002095,173713
D06.472.699.587.200.500.250,D002096,173714
D12.644.548.586.200.500.250,D002096,173715
D12.776.034.145,D002097,173716
D12.776.124.050.120,D002097,173717
D12.776.124.486.157,D002097,173718
B01.650.940.800.575.100.915.144,D002099,173719
C23.888.144.243.963.500.500,D002100,173720
D02.691.088.100,D002101,173721
C23.550.260.224,D002102,173722
D02.092.211.415.261,D002103,173723
D02.092.782.258.174,D002103,173724
D01.268.556.137,D002104,173725
D01.268.956.061,D002104,173726
D01.552.544.137,D002104,173727
C25.723.165,D002105,173728
D01.496.749.108,D002106,173729
B01.050.500.500.294.700.700.660.250,D002107,173730
D12.644.456.241,D002108,173731
D02.241.223.200.054,D002109,173732
D03.132.960.175,D002110,173733
D03.633.100.759.758.824.175,D002110,173734
A02.835.232.043.300.710.300,D002111,173735
D04.210.500.247.222.159.478.250,D002112,173736
D04.210.500.247.808.146.478.250,D002112,173737
D04.210.500.812.768.196.478.250,D002112,173738
D10.570.938.146.478.250,D002112,173739
G07.345.186,D002113,173740
G07.345.500.325.377.625.100.175,D002113,173741
G11.427.578.100.175,D002113,173742
C18.452.174.130,D002114,173743
C18.452.174.130.186,D002115,173744
D06.472.699.150,D002116,173745
D12.644.400.095,D002116,173746
D12.644.548.150,D002116,173747
D12.776.631.650.095,D002116,173748
D04.210.500.247.222.159.478.387.300,D002117,173749
D04.210.500.247.808.146.478.387.300,D002117,173750
D04.210.500.812.768.196.478.387.300,D002117,173751
D10.570.938.146.478.387.300,D002117,173752
D01.268.552.100,D002118,173753
D01.552.539.288,D002118,173754
D23.119.100,D002118,173755
D01.146.275,D002119,173756
D01.200.275.150.150,D002119,173757
D01.578.200,D002119,173758
D27.505.519.562.124,D002120,173759
D27.505.954.411.793.205,D002120,173760
D27.505.519.562.249,D002121,173761
D27.505.954.411.192,D002121,173762
D01.146.300,D002122,173763
D01.210.450.150.150,D002122,173764
D02.455.426.559.389.097.120,D002123,173765
D02.886.645.600.080.050.100.075,D002123,173766
D01.146.325,D002124,173767
D01.303.350.300.150,D002124,173768
D02.241.081.844.322.200,D002125,173769
D02.241.511.902.322.200,D002125,173770
D09.811.308.200,D002125,173771
D01.045.250.313,D002126,173772
D01.146.335,D002126,173773
D01.248.497.158.459.150,D002126,173774
D01.496.098,D002127,173775
C18.452.174,D002128,173776
D02.241.081.337.593.750.500,D002129,173777
D01.029.260.700.675.374.075,D002130,173778
D01.146.360,D002130,173779
D01.695.625.675.650.075,D002130,173780
D01.029.260.700.675.374.075.150,D002131,173781
D01.029.260.700.675.374.775.150.150,D002131,173782
D01.146.360.150,D002131,173783
D01.695.625.675.650.075.150,D002131,173784
D01.695.625.675.650.775.150.150,D002131,173785
D01.496.098.325,D002132,173786
D01.496.749.113,D002132,173787
D01.146.375,D002133,173788
D01.578.215,D002133,173789
D01.875.800.800.850.125,D002133,173790
D12.776.157.125,D002135,173791
D01.146.315,D002136,173792
C23.300.175,D002137,173793
E05.978.155,D002138,173794
B04.820.095,D002139,173795
Z01.107.567.875.580.200,D002140,173796
Z01.107.567.875.760.200,D002140,173797
B04.820.087.640.300,D002141,173798
B04.820.230.100,D002141,173799
D01.268.271.100.150,D002142,173800
D01.268.556.156,D002142,173801
D01.552.020.200,D002142,173802
D01.552.544.156,D002142,173803
B01.050.150.900.649.801.400.600.150.150,D002143,173804
B01.050.150.900.649.801.400.600.150.150.114,D002144,173805
C17.800.428.200,D002145,173806
A10.165.265.200,D002146,173807
D12.644.360.381.249,D002147,173808
D12.776.157.125.412.249,D002147,173809
D12.776.476.387.249,D002147,173810
D12.776.157.142,D002148,173811
G07.203.650.240.340,D002149,173812
E01.370.382.900.150,D002150,173813
E05.196.131,D002151,173814
E05.196.131.310,D002152,173815
E05.196.370.310,D002152,173816
E05.196.131.655,D002153,173817
D08.811.277.656.262.500.120,D002154,173818
D08.811.277.656.300.200.120,D002154,173819
D12.776.157.125.155,D002155,173820
D12.776.210.500.220,D002155,173821
B03.440.450.425.180,D002157,173822
B03.660.250.150.095,D002157,173823
D03.633.100.103.190,D002159,173824
Z01.252.145.182,D002160,173825
B01.050.150.900.649.077.190.090,D002161,173826
B01.050.150.900.649.077.190.180,D002162,173827
Z01.058.290.100.110,D002163,173828
D02.455.849.575.781.234.326,D002164,173829
D02.522.376,D002164,173830
I03.450.642.159,D002165,173831
D03.132.151,D002166,173832
B03.440.180,D002167,173833
B03.660.150.100,D002167,173834
B03.440.180.325,D002168,173835
B03.660.150.100.220,D002168,173836
C01.252.400.177,D002169,173837
Z01.107.567.176,D002170,173838
B01.050.150.900.248.620.750.250.150,D002171,173839
D12.125.311,D002172,173840
N02.278.421.556.070,D002173,173841
D02.540.576.500.968,D002174,173842
B01.300.381.147,D002175,173843
B01.300.930.176,D002175,173844
B01.300.381.147.326,D002176,173845
B01.300.930.176.326,D002176,173846
C01.703.160,D002177,173847
C01.539.800.200.100,D002178,173848
C01.703.160.165,D002178,173849
C01.703.295.165,D002178,173850
C17.800.838.208.165,D002178,173851
C01.539.800.200.105,D002179,173852
C01.703.160.170,D002179,173853
C01.703.295.170,D002179,173854
C17.800.838.208.170,D002179,173855
C01.703.160.180,D002180,173856
C07.465.130,D002180,173857
C01.703.160.190,D002181,173858
C13.351.500.894.906.820.500,D002181,173859
C13.351.500.944.902.737.500,D002181,173860
G07.203.300.140,D002182,173861
J02.500.140,D002182,173862
E07.858.442.250,D002183,173863
B04.280.382.100.900.420,D002184,173864
D02.455.849.090.100,D002185,173865
D02.455.849.090,D002186,173866
D02.455.849.090.110,D002187,173867
B01.650.940.800.575.100.175.500,D002188,173868
C25.775.635,D002189,173869
F03.900.635,D002189,173870
F01.145.113.547.200,D002190,173871
D04.210.500.745.432.100,D002191,173872
D04.210.500.745.432.120,D002192,173873
D03.633.100.127.125,D002193,173874
F03.700.300,D002194,173875
B01.050.500.500.294.100.275.780.180,D002195,173876
A07.231.461.165,D002196,173877
G02.860.327,D002197,173878
E01.370.370.170,D002198,173879
G09.330.160,D002198,173880
G03.143.330,D002199,173881
G09.330.165,D002199,173882
G09.330.380.921.327,D002200,173883
N03.219.151.450.200,D002201,173884
N03.219.463.085,D002202,173885
I01.880.604.160,D002203,173886
N03.219.442.090,D002204,173887
C05.550.114.154.219,D002205,173888
C05.799.114.219,D002205,173889
C08.381.483.581.300,D002205,173890
C08.381.520.702.300,D002205,173891
C17.300.775.099.219,D002205,173892
C24.800.340,D002205,173893
B03.140.190.100,D002206,173894
B03.440.450.340,D002206,173895
D04.345.566.142,D002207,173896
D12.644.641.142,D002207,173897
D02.241.081.193,D002208,173898
D10.251.400.326,D002208,173899
D02.065.589.200,D002209,173900
D03.383.066.150,D002209,173901
D03.383.411.200,D002209,173902
D02.241.081.222,D002210,173903
D10.251.122,D002210,173904
D02.065.160.500,D002211,173905
D02.455.326.271.060.222,D002211,173906
D02.455.426.559.389.657.166.099,D002211,173907
D03.132.760.200,D002211,173908
D10.251.355.325.190,D002211,173909
B01.650.940.800.575.100.905.145,D002212,173910
A21.249.500.250,D002213,173911
B04.950.500.250,D002213,173912
D26.255.150,D002214,173913
D03.633.100.513.124,D002215,173914
D12.125.072.401.623.270,D002216,173915
D02.092.877.883.333.115,D002217,173916
D02.675.276.232.115,D002217,173917
D02.241.081.251.140,D002218,173918
D03.633.100.857.140,D002218,173919
D02.241.081.251,D002219,173920
D03.633.300.240.127,D002220,173921
D02.241.081.251.145,D002221,173922
D02.705.400.100,D002221,173923
D08.811.464.259.350,D002222,173924
D08.811.464.259.400.300,D002223,173925
D02.065.199.326,D002224,173926
D02.092.146.113.326,D002224,173927
D02.455.426.559.389.703.202,D002224,173928
D02.948.681.202,D002224,173929
D02.806.250.180,D002225,173930
D03.383.097.217.300,D002225,173931
D03.633.100.473.144,D002227,173932
D03.633.300.148,D002227,173933
D02.065.589.099.750.750.170,D002228,173934
D02.886.108.750.750.170,D002228,173935
D03.633.100.300.750.750.170,D002228,173936
D02.455.849.919.530.444.250,D002229,173937
D02.092.311.200.538.200,D002230,173938
D02.442.200,D002230,173939
D03.383.129.308.108,D002231,173940
D02.455.326.397.300,D002232,173941
D02.886.030.230.310,D002233,173942
D12.125.119.270,D002233,173943
D12.125.166.230.310,D002233,173944
D02.491.203,D002234,173945
D02.241.081.251.583.166,D002235,173946
G02.111.570.820.235,D002236,173947
D08.811.682.047.150,D002237,173948
D08.811.399.894.500,D002238,173949
C16.320.565.202,D002239,173950
C18.452.648.202,D002239,173951
G02.111.570.160,D002240,173952
L01.453.245.667.160,D002240,173953
D09,D002241,173954
D03.383.725.150,D002243,173955
D03.633.100.473.155,D002243,173956
D03.633.300.154,D002243,173957
D01.268.150,D002244,173958
D01.200.200,D002245,173959
D01.362.150,D002245,173960
D01.650.550.200,D002245,173961
D01.200.210,D002246,173962
D01.875.350.850.074,D002246,173963
D01.496.123,D002247,173964
D01.200.250,D002248,173965
D01.362.200,D002248,173966
D01.650.550.250,D002248,173967
C25.723.455.245,D002249,173968
D01.496.123.328,D002250,173969
D01.496.749.154,D002250,173970
D02.455.526.439.150,D002251,173971
C25.723.177,D002252,173972
G07.203.100.300,D002253,173973
J02.200.300,D002253,173974
D01.045.125,D002254,173975
D01.200.275.150,D002254,173976
D01.248.497.158.165,D002254,173977
D01.029.260.150,D002255,173978
D01.200.275,D002255,173979
D08.811.520.241.300.150,D002256,173980
D27.505.519.389.200,D002257,173981
D02.442.288.200,D002258,173982
D02.626.260,D002258,173983
D02.442.288.220,D002259,173984
D02.626.270,D002259,173985
D10.251.355.255.550.775.500.150,D002260,173986
D23.469.050.175.725.775.500.150,D002260,173987
D23.469.700.670.150,D002260,173988
D02.065.199.350,D002261,173989
D02.092.146.113.350,D002261,173990
D03.383.517.200,D002261,173991
D08.811.520.224.125,D002262,173992
D12.776.124.400.141,D002263,173993
D12.776.422.316.762.149,D002263,173994
D02.241,D002264,173995
D08.811.277.352.100,D002265,173996
D09.698.365.180.663.329,D002266,173997
D08.811.277.656.350.245.500,D002267,173998
D08.811.277.656.350.245,D002268,173999
C01.252.410.868.820.270.200,D002270,174000
C01.252.825.770.270.200,D002270,174001
C01.539.800.720.770.270.200,D002270,174002
C17.800.838.765.770.270.200,D002270,174003
D02.886.590.795.204,D002271,174004
D02.948.828.204,D002271,174005
D12.776.395.550.200.210,D002272,174006
D12.776.543.550.200.210,D002272,174007
D23.050.285.329,D002272,174008
D23.050.301.350.210,D002272,174009
D23.101.140.300,D002272,174010
D27.888.569.100,D002273,174011
D27.888.569.100.125,D002274,174012
C04.557.465.625.650.200.500.205,D002275,174013
C04.557.470.200.025.200.500.205,D002275,174014
C04.557.580.625.650.200.500.205,D002275,174015
C14.280.104,D002275,174016
C04.557.465.625.650.200,D002276,174017
C04.557.470.200.025.200,D002276,174018
C04.557.580.625.650.200,D002276,174019
C04.557.470.200,D002277,174020
C04.557.470.200.240,D002278,174021
C04.557.435.290.210,D002279,174022
C04.557.450.795.290.210,D002279,174023
C04.619.045,D002279,174024
C04.557.470.200.165,D002280,174025
C04.557.470.565.165,D002280,174026
C04.557.470.200.170,D002281,174027
C04.557.470.565.170,D002281,174028
C04.557.470.200.025.030,D002282,174029
C04.588.894.797.520.109.220,D002283,174030
C08.381.540.140,D002283,174031
C08.785.520.100.220,D002283,174032
C04.619.124,D002284,174033
C04.557.470.200.025.275,D002285,174034
C04.557.470.200.240.187.250,D002285,174035
C04.557.470.615.275,D002285,174036
C04.557.470.200.200,D002286,174037
C04.619.169,D002286,174038
C04.557.470.200.255,D002287,174039
C04.619.214,D002287,174040
C04.557.470.200.025.075,D002288,174041
C04.557.470.590.075,D002288,174042
C04.588.894.797.520.109.220.249,D002289,174043
C08.381.540.140.500,D002289,174044
C08.785.520.100.220.500,D002289,174045
C04.557.470.200.360,D002291,174046
C04.557.470.700.360,D002291,174047
C04.557.470.200.025.390,D002292,174048
C04.588.945.947.535.160,D002292,174049
C12.758.820.750.160,D002292,174050
C12.777.419.473.160,D002292,174051
C13.351.937.820.535.160,D002292,174052
C13.351.968.419.473.160,D002292,174053
C04.557.470.200.025.095,D002293,174054
C04.557.470.200.400,D002294,174055
C04.557.470.700.400,D002294,174056
C04.557.470.200.430,D002295,174057
C04.557.435.290,D002296,174058
C04.557.450.795.290,D002296,174059
D04.210.500.155,D002297,174060
D04.210.500.155.580.130,D002298,174061
A03.556.875.875.163,D002299,174062
N02.278.421.556.110,D002300,174063
D04.210.500.155.580,D002301,174064
D09.408.180,D002301,174065
E01.370.370.380.150,D002302,174066
G09.330.380.124,D002302,174067
C14.280.148,D002303,174068
C23.888.192,D002303,174069
E02.331.200,D002304,174070
C14.280.155,D002305,174071
G09.330.380.249,D002306,174072
E01.370.370.380.160,D002307,174073
E01.370.370.610.610.200,D002307,174074
D10.570.755.375.760.400.885.185,D002308,174075
D23.050.550.480.330,D002308,174076
H02.403.429.163,D002309,174077
C14.280.238.057,D002310,174078
C25.775.100.087.250,D002310,174079
C14.280.195.160,D002311,174080
C14.280.238.070,D002311,174081
C14.280.238.100,D002312,174082
C14.280.484.150.070.160,D002312,174083
C14.280.238.160,D002313,174084
D26.776.708.160,D002314,174085
D27.505.954.411.207,D002314,174086
D27.505.954.578.322,D002314,174087
D27.720.752.322,D002314,174088
E04.292.413,D002315,174089
D27.505.954.411.222,D002316,174090
D27.720.799.080,D002316,174091
D27.505.954.411,D002317,174092
C14,D002318,174093
A07,D002319,174094
G09.330,D002320,174095
F02.463.785.373.346.400,D002321,174096
N01.824.245.175,D002322,174097
N01.824.547.330,D002322,174098
D02.065.589.099.750.750.170.200,D002323,174099
D02.886.108.750.750.170.200,D002323,174100
D03.633.100.300.750.750.170.200,D002323,174101
K01.093.206,D002325,174102
D25.187,D002326,174103
D27.720.102.187,D002326,174104
J01.637.051.187,D002326,174105
D25.223,D002327,174106
D27.505.696.706.222,D002327,174107
D27.720.102.223,D002327,174108
D27.720.799.113,D002327,174109
J01.637.051.223,D002327,174110
D02.241.081.251.165,D002328,174111
D02.455.426.559.847.117.159.200,D002329,174112
D02.806.100.200,D002329,174113
D04.615.117.159.200,D002329,174114
D02.654.692.247,D002330,174115
D02.948.594.247,D002330,174116
D02.092.877.883.099,D002331,174117
D08.811.913.050.134.150,D002332,174118
D08.811.913.050.350.170,D002332,174119
D08.811.913.050.350,D002333,174120
D08.811.913.050.350.200,D002334,174121
B01.050.150.900.649.147,D002335,174122
D12.644.400.100,D002336,174123
D12.644.456.345.331,D002336,174124
D12.776.631.650.100,D002336,174125
D02.455.326.271.665.202,D002338,174126
D02.455.426.392.368.367.379.249,D002338,174127
D02.455.849.131,D002338,174128
D23.767.261,D002338,174129
A07.231.114.186,D002339,174130
C10.228.140.300.200,D002340,174131
C14.907.253.123,D002340,174132
C10.228.140.300.200.355,D002341,174133
C14.907.253.123.355,D002341,174134
C14.907.253.566.206,D002341,174135
C14.907.355.590.213.206,D002341,174136
A07.231.114.186.200.210,D002342,174137
A07.231.114.186.200.230,D002343,174138
A08.675.650.915.500.600.150,D002344,174139
A08.800.950.500.600.150,D002344,174140
A11.671.650.915.500.600.150,D002344,174141
C04.557.465.625.650.700.705.220,D002345,174142
C04.557.580.625.650.700.705.220,D002345,174143
A07.231.114.186.456,D002346,174144
B01.050.150.900.493.200.244.248,D002347,174145
A02.835.232.087.319.150,D002348,174146
C10.668.829.500.500.200,D002349,174147
C10.668.829.550.200,D002349,174148
C26.844.150.206,D002349,174149
A13.395.248,D002350,174150
D09.698.152,D002351,174151
D12.776.157,D002352,174152
N06.850.160,D002353,174153
D02.033.100.624.698.207,D002354,174154
D02.033.755.624.698.207,D002354,174155
D02.092.063.624.698.207,D002354,174156
D03.633.100.810.835.188,D002354,174157
D02.886.778.150,D002355,174158
D03.383.903.150,D002355,174159
A02.165,D002356,174160
A10.165.382,D002356,174161
C05.182,D002357,174162
C17.300.182,D002357,174163
A02.165.407.150,D002358,174164
A02.835.583.192,D002358,174165
K01.093.206.332,D002359,174166
D02.455.426.559.847.562.050.200.150,D002360,174167
D04.615.562.050.200.150,D002360,174168
D09.408.051.059.200.150,D002360,174169
D02.455.426.559.847.117.159.205,D002362,174170
D02.806.100.205,D002362,174171
D04.615.117.159.205,D002362,174172
D20.215.784.500.175,D002362,174173
V03.100,D002363,174174
D12.776.256.626.207,D002364,174175
D12.776.744.150,D002364,174176
B01.650.940.800.575.100.350.535,D002365,174177
B01.650.940.800.575.100.401.100,D002366,174178
B01.650.940.800.575.100.350.650.300,D002367,174179
D10.212.507.300,D002368,174180
D10.627.700.132,D002368,174181
D20.215.784.750.132,D002368,174182
E04.270.282,D002369,174183
E04.950.165,D002369,174184
E07.858.442.660.430.500,D002370,174185
E07.858.690.725.430.500,D002370,174186
C22.180,D002371,174187
C01.252.400.126.100.150,D002372,174188
C01.252.400.200,D002372,174189
C15.604.315.249,D002372,174190
D12.776.930.165,D002373,174191
D08.811.682.732.332,D002374,174192
C10.597.350.200,D002375,174193
C23.888.592.350.200,D002375,174194
L01.453.245.250,D002376,174195
L01.453.819.250,D002376,174196
L01.178.682.290,D002377,174197
L01.178.682.290.183.249,D002378,174198
L01.178.682.290.183,D002379,174199
L01.178.682.290.283,D002380,174200
L01.178.682.290.383,D002381,174201
L01.178.682.290.183.416,D002382,174202
L01.178.682.290.483,D002383,174203
G02.130,D002384,174204
C10.886.425.800.200.750.500,D002385,174205
F03.870.400.800.200.750.500,D002385,174206
C11.510.245,D002386,174207
E04.540.825.249,D002387,174208
C23.550.291.250,D002388,174209
C10.597.606.115,D002389,174210
C23.888.592.604.115,D002389,174211
F01.145.126.156,D002389,174212
F01.700.165,D002389,174213
N01.224.791.200,D002391,174214
N03.349.650.095,D002391,174215
N06.850.505.400.800.200,D002391,174216
D03.383.663.283.240.190,D002392,174217
D03.383.663.283.266.450.206,D002392,174218
D03.633.100.150.240.190,D002392,174219
D03.633.100.150.266.450.206,D002392,174220
D02.455.426.559.389.657.166.350,D002393,174221
D06.472.334.851.437.984,D002393,174222
D08.811.913.555.500.250,D002394,174223
D02.092.211.215.311,D002395,174224
D02.092.311,D002395,174225
D02.455.426.559.389.657.166,D002396,174226
B01.050.150.900.493.080,D002397,174227
E07.858.690.820.250,D002398,174228
F04.754.720.107.333,D002399,174229
D27.505.954.483.396,D002400,174230
D08.811.277.656.224.125,D002401,174231
D08.811.277.656.262.500.133,D002401,174232
D08.811.277.656.300.200.133,D002401,174233
D08.811.277.656.074.500.180,D002402,174234
D08.811.277.656.224.187,D002402,174235
D08.811.277.656.300.048.180,D002402,174236
D08.811.277.656.224,D002403,174237
E02.148,D002404,174238
E05.157,D002404,174239
E02.148.167,D002405,174240
E04.100.814.529.875,D002405,174241
E04.502.382.875,D002405,174242
E05.157.313,D002405,174243
E02.148.224,D002406,174244
E04.100.814.529.937,D002406,174245
E04.502.382.937,D002406,174246
E05.157.375,D002406,174247
E01.370.370.380.140.210,D002407,174248
E02.148.224.165,D002407,174249
E02.148.442.165,D002407,174250
E04.100.814.529.937.165,D002407,174251
E04.502.382.937.165,D002407,174252
E05.157.250.165,D002407,174253
E05.157.375.165,D002407,174254
E07.132.500,D002408,174255
F01.393.246.250,D002409,174256
K01.844.188.250,D002410,174257
D27.720.470.420.275,D002411,174258
D01.248.497.300,D002412,174259
D01.248.497.300.333,D002413,174260
D01.248.497.300.459,D002414,174261
B01.050.150.900.649.147.354.250.125,D002415,174262
F04.711.647.513.146,D002416,174263
B01.050.150.900.649.077.380.271,D002417,174264
C22.196,D002418,174265
A08.800.800.720.725.150,D002420,174266
A08.186.211.730.885.287.249.487.550.184,D002421,174267
C10.177.195.200,D002422,174268
C10.668.829.250.200,D002422,174269
C10.668.829.600.200,D002422,174270
E05.318.308.985.550.250,D002423,174271
L01.280.975.550.250,D002423,174272
N01.224.935.698.100,D002423,174273
N06.850.505.400.975.550.250,D002423,174274
N06.850.520.308.985.550.250,D002423,174275
D27.720.185,D002424,174276
D27.888.569.185,D002424,174277
E02.154,D002425,174278
E04.014.170,D002425,174279
A07.231.908.224.334,D002426,174280
B01.050.150.900.649.801.400.600.150,D002427,174281
B01.050.150.900.649.801.400.600.150.120.120,D002428,174282
C06.405.469.110,D002429,174283
C04.588.274.476.411.184,D002430,174284
C06.301.371.411.184,D002430,174285
C06.405.249.411.184,D002430,174286
C06.405.469.110.417,D002430,174287
C06.405.469.491.184,D002430,174288
E04.210.338.175,D002431,174289
E04.579.338.175,D002431,174290
A03.556.124.526.209,D002432,174291
A03.556.249.249.209,D002432,174292
D02.065.589.099.249.200.155,D002433,174293
D02.886.665.074.200.155,D002433,174294
D03.633.100.300.249.200.155,D002433,174295
D02.065.589.099.249.200.165,D002434,174296
D02.886.665.074.200.165,D002434,174297
D03.633.100.300.249.200.165,D002434,174298
D02.065.589.099.249.150,D002435,174299
D02.886.665.074.150,D002435,174300
D03.633.100.300.249.150,D002435,174301
D02.065.589.099.249.200.165.125,D002436,174302
D02.886.665.074.200.165.125,D002436,174303
D03.633.100.300.249.200.165.125,D002436,174304
D02.065.589.099.249.160,D002437,174305
D02.886.665.074.160,D002437,174306
D03.633.100.300.249.160,D002437,174307
D02.065.589.099.249.150.160,D002438,174308
D02.886.665.074.150.160,D002438,174309
D03.633.100.300.249.150.160,D002438,174310
D02.065.589.099.249.190.190,D002439,174311
D02.886.665.074.190.190,D002439,174312
D03.633.100.300.249.190.190,D002439,174313
D02.065.589.099.249.250.222,D002440,174314
D02.886.665.074.250.222,D002440,174315
D03.633.100.300.249.250.222,D002440,174316
D02.065.589.099.249.185,D002441,174317
D02.886.665.074.185,D002441,174318
D03.633.100.300.249.185,D002441,174319
D02.065.589.099.249.210.150,D002442,174320
D02.886.665.074.210.150,D002442,174321
D03.633.100.300.249.210.150,D002442,174322
D02.065.589.099.249.190.190.155,D002443,174323
D02.886.665.074.190.190.155,D002443,174324
D03.633.100.300.249.190.190.155,D002443,174325
D02.065.589.099.249.190.190.165,D002444,174326
D02.886.665.074.190.190.165,D002444,174327
D03.633.100.300.249.190.190.165,D002444,174328
A07.231.114.207,D002445,174329
C06.405.469.637.250,D002446,174330
C18.452.603.250,D002446,174331
A08.800.050.050.150,D002447,174332
A08.800.800.060.150,D002447,174333
G04.022,D002448,174334
G04.198.251,D002449,174335
G04.085,D002450,174336
G04.128,D002451,174337
E01.370.225.500.195,D002452,174338
E05.200.500.195,D002452,174339
E05.242.195,D002452,174340
G04.140,D002452,174341
G04.144,D002453,174342
G04.152,D002454,174343
G04.144.220,D002455,174344
G04.161.750.500,D002455,174345
G05.113,D002455,174346
G07.345.249.410.750.500,D002455,174347
D20.777.162,D002457,174348
E05.242.251,D002458,174349
E05.242.307,D002459,174350
G04.155,D002459,174351
A11.251.210,D002460,174352
A11.251.210.172,D002461,174353
A11.284.149,D002462,174354
G03.143.335,D002463,174355
G04.175,D002463,174356
G04.198.337,D002464,174357
G04.198,D002465,174358
G07.568.500.180,D002465,174359
A11.284.430.106.279.345.175,D002466,174360
A11.284.430.106,D002467,174361
A11.284.430.214.190.875.117,D002467,174362
G04,D002468,174363
E01.370.225.500.363,D002469,174364
E05.200.500.363,D002469,174365
E05.242.363,D002469,174366
G04.346,D002470,174367
C04.697.098.500,D002471,174368
C23.550.727.098.500,D002471,174369
C04.697.098.500.160,D002472,174370
C23.550.727.098.500.160,D002472,174371
G06.920.143,D002472,174372
A11.284.183,D002473,174373
A11.284.835.168,D002474,174374
D09.698.365.180.180,D002475,174375
D09.698.629.305.200,D002475,174376
D25.720.099.500.252,D002476,174377
J01.637.051.720.099.500.252,D002476,174378
J01.637.118,D002476,174379
A11,D002477,174380
A11.251,D002478,174381
A11.284.420,D002479,174382
D08.811.277.450.420.200.200,D002480,174383
C01.539.800.130,D002481,174384
C01.539.830.200,D002481,174385
C17.300.185,D002481,174386
C23.550.470.756.200,D002481,174387
D05.750.078.562.180,D002482,174388
D09.698.365.180,D002482,174389
D25.720.099.500,D002482,174390
J01.637.051.720.099.500,D002482,174391
D05.750.078.562.180.200,D002483,174392
D09.698.365.180.200,D002483,174393
E05.170,D002484,174394
E06.095.170,D002484,174395
C04.557.695.210,D002485,174396
D03.383.663.283.240.225,D002486,174397
D03.633.100.150.240.225,D002486,174398
I01.409.418.750.600.650.200,D002487,174399
N03.540.348.500.500.600.650.225,D002487,174400
Z01.058.290.100.120,D002488,174401
Z01.107.169,D002489,174402
A08.186,D002490,174403
D27.505.954.427,D002491,174404
D27.505.696.277,D002492,174405
D27.505.954.427.210,D002492,174406
C10.228,D002493,174407
C01.395,D002494,174408
C10.228.228,D002494,174409
N02.278.216.500.968.260,D002495,174410
N04.452.442.422.260,D002495,174411
G09.330.380.076.732.336,D002496,174412
N02.278.216.500.750,D002497,174413
N04.452.442.110,D002497,174414
E05.181,D002498,174415
E05.181.724.336,D002499,174416
E05.196.941.336,D002499,174417
E05.181.724.336.253,D002500,174418
E05.196.941.336.253,D002500,174419
E05.181.724.336.336,D002501,174420
E05.196.941.336.419,D002501,174421
A11.284.430.214.190.750.585.160.130,D002502,174422
A11.284.430.214.190.750.820.500.500.130,D002502,174423
A11.284.430.106.279.345.190.160.165,D002503,174424
G05.360.160.165,D002503,174425
D02.241.081.018.386.682.875,D002504,174426
D02.241.511.316.495,D002504,174427
D02.065.589.099.249.190,D002505,174428
D02.886.665.074.190,D002505,174429
D03.633.100.300.249.190,D002505,174430
D02.065.589.099.249.200,D002506,174431
D02.886.665.074.200,D002506,174432
D03.633.100.300.249.200,D002506,174433
D02.065.589.099.249.200.180,D002507,174434
D02.886.665.074.200.180,D002507,174435
D03.633.100.300.249.200.180,D002507,174436
E01.370.600.024.250,D002508,174437
E05.041.250,D002508,174438
N06.850.505.200.100.300,D002508,174439
